XID,How Long do you stay here,Project name,Review
R45513,1 Year,Aadi Apartment RWA,"Best well maintained DDA society in dwarka. Superb Location . Neat & clean society. Very much peaceful location. All Residents are very good and co-operative. RWA is very stricked and maintain all the rules and regulations.
Security is very tight around 16 CCTV are working 24x7."
R45514,1 Year,Aadi Apartment RWA,"Society has mother dairy and a nearest petrol pump ... society is ok and casual flats, include park affordable rent. Easy to shop things n also to catch busses it's comfortable plus nearest metro is palam though society has all the facilities."
R45515,2 Years,Aadi Apartment RWA,"I liked this society, apartment size is also decent, all are 2 BHK, lot of greenery inside, security looks fine too, best thing is the location of this place.. conveniently connected to nearby Market, adjacent to a hospital and a petrol pump"
R45516,1 Year,Aadi Apartment RWA,"Neat and clean society, all facilities available, park, street lights, hospitals metro station mother dairy with in walking distance, All is well superb"
R45517,3 Years,Aadi Apartment RWA,Nearby drain Nala is big mess...flats also not well maintained ..
R45518,2 Years,Aadi Apartment RWA,Its not good at all. Everytime there is sewage problem in the locality. Some of the the street lights dont work.
R45519,0.5 Year,Aadi Apartment RWA,"Good location with all facilities near by hospitals, schools, bus stop,metro etc"
R45520,2 Years,Aadi Apartment RWA,Severe water logging in side society. It's like a pool in rainy season.
R45521,>3 Years,Aadi Apartment RWA,"Lots of fresh Air, even in this congested place and Nyc flats too."
R45522,2 Years,Aadi Apartment RWA,"Very good society, and RWA is also very good, and maintain the society"
R45523,2 Years,Aadi Apartment RWA,Poor maintenance. Congested buildings.
R45524,>3 Years,Aadi Apartment RWA,A small society to live but at nice location
R45525,1 Year,Aadi Apartment RWA,Nice place and helpful guard of Aadi Apartment.
R45526,>3 Years,Aadi Apartment RWA,"Housing Flats, right beside Maharaja Agrasen hospital, Sector 1"
R45527,>3 Years,Aadi Apartment RWA,Well socialized people are staying here
R45528,1 Year,Aadi Apartment RWA,Near the park. Peaceful place.
R45529,1 Year,Aadi Apartment RWA,Good apartment and easy location
R45530,>3 Years,Aadi Apartment RWA,Security guard is very very rude
R45531,>3 Years,Aadi Apartment RWA,"This site have DDA flats .
HIG and MIG"
R45532,2 Years,Aadi Apartment RWA,Surrounding of this appartment is not good.
R45533,3 Years,Aadi Apartment RWA,Nice apartments in starting of Dwarka
R45534,1 Year,Aadi Apartment RWA,Good Environment Society
R45535,1 Year,Aadi Apartment RWA,Nice flat society dwarka
R45536,2 Years,Aadi Apartment RWA,Nice and clean society
R45537,1 Year,Aadi Apartment RWA,"Smelly, full of mosquitos"
R45538,3 Years,Aadi Apartment RWA,All public transport available
R45539,>3 Years,Aadi Apartment RWA,Green and clean society
R28514,1 Year,DDA Atulya Apartments,No facilities small and untidy appartments pls don't come here
R28515,>3 Years,DDA Atulya Apartments,"MANISHA ANAND owner of flat no 361 atulya appartmenrs beware of this lady before taking her flat on rent I deposited RS 40000 with her as security money and I lived there for 25 mnths but when I asked my security money back from her she didn't respond my calls and msgs at last after lot of follow-up with her and her husband I got only half the amount of my security money she will be very good with you during your stay in her house but when you will leave her house she will suddenly try to teach you ""tamiz"" and will stop answering your calls and msgs in short she ate my 20000 RS so pls beware of her policy as she is an expert in eating your hard earned money"
R28516,2 Years,DDA Atulya Apartments,Good DDA HIG Society. Safe place for kids. Well maintained
R28517,2 Years,DDA Atulya Apartments,Simply superb specious flats 3 BHK . DDA milti story Apartment total 10 floors. All facilities available .I liked the place.
R28518,3 Years,DDA Atulya Apartments,The architecture of the building created the Made after drinking alcohol
R28519,2 Years,DDA Atulya Apartments,There are sounds of Flights travelling over this aprtment throughout the night Makes sleep disturbance
R28520,2 Years,DDA Atulya Apartments,Very nice and we'll maintained DDA society in sector 18 dwarka new delhi
R28521,2 Years,DDA Atulya Apartments,Very good but stay aware of random taps in the air and random doors in the air
R28522,>3 Years,DDA Atulya Apartments,I live there and I love it I wish that you come and enjoy athulya apartment I love Atul apartment
R28523,2 Years,DDA Atulya Apartments,"I feel good in living in atulya apartments,its good apartment good DDA flats."
R28524,>3 Years,DDA Atulya Apartments,"Have lived here , one of the best sectors to line in Dwarka."
R28525,>3 Years,DDA Atulya Apartments,Society is good with basic amenities
R28146,3 Years,DDA Samridhi Apartment,"I have been a part of this society for over three years. The community is nice, with plenty of area for children to play, parking, and even walking and jogging. Although it is not the finest due to DDA, the construction quality is passable, and the property is almost thirteen years old. The sole issue facing this community is the prevalence of stray dogs, which pose a serious risk to both adults and children. Despite the fact that many individuals, including children, have been bitten thus far, nothing much has been done about it."
R28147,>3 Years,DDA Samridhi Apartment,"One of the good society in Dwarka sec 18.
Registered with RWA.
Secured and maintained as well.
Ample of parking space managed by Park+.
Connected by wide roads on two side of society one side is on Golf Link Road.
Huge park just next to the main gate.
And here is also wide free space inside the society campus.
And it also have ample space for festive events."
R28148,2 Years,DDA Samridhi Apartment,Nice and well maintained society of Dwarka. Have been to this society multiple times but never found issue for parking. Society is having ample free space for parking in basement and ground levels. They have maintained parks and clean drinking water near gate.
R28149,2 Years,DDA Samridhi Apartment,A beautiful gated society. Green area with lots of parking space. Good security. Clean an green. All the basic necessities and facilities available. As it’s DDA so the construction is quite old.
R28150,>3 Years,DDA Samridhi Apartment,"Very big space in society, with two separate committees to manage it. Flat condition is only ok, individual owners have to renovate their flats as per their needs, otherwise construction is a bit old and constructed in DDA style. Flats are spacious and some modifications are allowed. Enough car parking but not fixed, depends on wherever slot is available. 4 entry gates. Lot of entry points from all sides. Lots of greenery around the society and right on the golf link road of Dwarka. Close proximity to airport, main markets in Dwarka and metro station of sector 12 are nearby. Venkateshwar hospital and Sachdeva school are also close among various other popular schools."
R28151,>3 Years,DDA Samridhi Apartment,Poor built quality but yet spacious. Big open area to play but with lot of stray dogs will accompany you. No power back up but yes lifts and common area lights will work in case of power failure. Low maintenance fee of Rs 1000/month but yet around Rs. 750 worth of water bill every month. Society is a house of crores of new mosquitoes every day but yet it’s ok.
R28152,>3 Years,DDA Samridhi Apartment,Nice an quite place
R28153,1 Year,DDA Samridhi Apartment,"Society is okay , however RWA staff and other services as per the rent which is too expensive! Civil servicing its poor, they don't help if something needed. Society' gaurds are not aware of anything if you need help in emergency Case's. RWA people talk rudely."
R28154,3 Years,DDA Samridhi Apartment,very big and properly managed society of dwarka. its situated in sector 18b. rooms are big.
R28155,2 Years,DDA Samridhi Apartment,Good complex but maintenance is very much needed. Rest all good
R28156,2 Years,DDA Samridhi Apartment,"One of the best societies of Dwarka. Open spaces for kids to play. Small fountain area for special occasions like chatt or Holi. Lots of rides and play slides for little ones. Evening bhajans all across the car free walking area. Prompt actions by RWA to citizen requests. But there are a few cons as well: 1. Stray dogs being feeded at open places by few residents has caused a tremendous rise in cases of dog bites.; 2. Lots of mosquitoes; 3. Lifts don't work up to basement parking, you have to carry your stuff up to the ground floor to catch the elevator; 4. Random construction of balconies and renovation cause nuisance; 5. Some kids play football and cricket with no safety nets, which might be an issue for little ones or older citizens as balls might hit."
R28157,3 Years,DDA Samridhi Apartment,"Pros: huge flats. Good plan. Airy and sunlit.

Cons:more cons than pros, big sewer smell all the time , mosquitos in abundance, reduce quality of living. Poor cleanliness and poor maintenance of the society.people lack respect for fellow residents. They will do construction at any odd hours.
Basement parking smells like a gutter all the time and lifts work only intermittently.

Not worth investing in."
R28158,1 Year,DDA Samridhi Apartment,"Too big residential society, could have been good but due to it's vast size it's a ok ok kind of society. Lots of dog issues are there, multiple dog bite incidents keep happening. Rwa is weak and etc etc. More than 50-60 percent flats have seepage issue."
R28159,1 Year,DDA Samridhi Apartment,"Good spacious flats, ample parking space, broad peripheral roads in the society, but too many (as in a lot of) stray dogs inside, if you don't like stray dogs or are afraid of them then you should choose other societies to invest in, there are many more options in Dwarka with 0 presence of strays in those society."
R28160,3 Years,DDA Samridhi Apartment,That is really good society and the view from the balcony is tremendous
R28161,>3 Years,DDA Samridhi Apartment,Serious mosquito problem in the area.
R28162,>3 Years,DDA Samridhi Apartment,This place is conveniently located. Wide roads outside and a good building structure and flats.
R28163,>3 Years,DDA Samridhi Apartment,"Nice availability of services and cleanliness even being a DDA society with well managed RWA and whats group support.
Only thing i missed is that guards on duty have no support to communicate with residence when any visitor on gates. Everyone is allowed by making any entry. Many times noone ask for enter details for them."
R28164,2 Years,DDA Samridhi Apartment,Beautiful and clean society at a very nice scenic location. Flates are well constructed with ample carpet space with lift access with adequate ground parking space.
R28165,2 Years,DDA Samridhi Apartment,Samridhi is also a good society. It's a DDA society. It has lots of flats. The society rwa is also good. It has a barber shop inside the premises. The park is also good and maintained. The build quality is not vey good as per the othe DDA societies near by like atulya or platinum heights. Maintenance charges are low as compared to other private societies. It's a secure DDA society m the society has 10 floors and has lifts as well
R28166,>3 Years,DDA Samridhi Apartment,Nice society located in sector 18 b delhi gurgaon. A good parking space is available. A gated society and a guard is also available there .
R28167,1 Year,DDA Samridhi Apartment,The society's entry gate was better before but after the electronic gates car can not get inside but bikes can without pass as there is a lot of space to pass for motor cycle.
R28168,1 Year,DDA Samridhi Apartment,Society is very big and clean. It's being well maintained.
R28169,2 Years,DDA Samridhi Apartment,"Samriddhi Apartments has stray dogs in the whole premises. Parking of vehicles is very haphazard as residents do not have earmarked parking and one parks his/her vehicle wherever there is space. Drainages are leaking and underground parking is stagnated with filth all around. Unauthorized shops, property dealership has opened in the flats. Guards on theain gate do not frisk the visitors for identity. Lifts are always out of order."
R28170,3 Years,DDA Samridhi Apartment,A big society with an auditorium. But there is abundance of stray dogs. Lift service and cleanliness can improve.
R28171,2 Years,DDA Samridhi Apartment,"Good DDA society with ample parking space, It has mostly 3BHK apartments"
R28172,1 Year,DDA Samridhi Apartment,"Very big apartment,good space in and spread, but on entry inside the building , cluttered. Cleanliness is an issue."
R28173,3 Years,DDA Samridhi Apartment,"Nice society with proper security, beautiful flats and spacious parking"
R28174,2 Years,DDA Samridhi Apartment,Beautifully maintained and have kids play area. A swimming pool is under construction
R28175,1 Year,DDA Samridhi Apartment,"Good apartment very big apartment
Flat sige parking ariya"
R28176,>3 Years,DDA Samridhi Apartment,"Only few problems here just like every other society but overall good experience as nearby to many schools, metro , Gurgaon, Airport etc."
R28177,1 Year,DDA Samridhi Apartment,Too much of mosquitoes and no near by shop to purchase grocery. Please go though the gate no. 4 for entry
R28178,2 Years,DDA Samridhi Apartment,Well maintained and developed apartment with all necessary amineties inside
R28179,2 Years,DDA Samridhi Apartment,It's a big society in Dwarka living middle & higher income group class
R28180,0.5 Year,DDA Samridhi Apartment,Average quality of construction work.size of rooms is ok.
R28181,>3 Years,DDA Samridhi Apartment,I love this Appartment very much been living here from the last 6 years now shifted to Dehradun uttarakhand
R28182,>3 Years,DDA Samridhi Apartment,"Quite open, clean and nicely maintained society"
R28183,>3 Years,DDA Samridhi Apartment,Good society but power backup is an issue
R28184,>3 Years,DDA Samridhi Apartment,Good place to live the houses are not so expensive here
R28185,2 Years,DDA Samridhi Apartment,Nice and Simple
R28186,3 Years,DDA Samridhi Apartment,Love and miss the place as well as my family there.
R28187,1 Year,DDA Samridhi Apartment,Parking space is huge and security is also 5 star
R28188,2 Years,DDA Samridhi Apartment,"Nice apartment prime location to near markets of sector 12,11,4,5,6,10."
R28189,3 Years,DDA Samridhi Apartment,Well maintained society with all facilities 🇮🇳
R28190,2 Years,DDA Samridhi Apartment,"Excellent apartment location.ample space , HIG Flats"
R28191,1 Year,DDA Samridhi Apartment,Nice society very clean and green
R28192,3 Years,DDA Samridhi Apartment,"Ii is excellent place to live, but black of shopping place near by."
R28193,1 Year,DDA Samridhi Apartment,Brilliantly developed housing society of DDA. One of its kind in Dwarka.
R28194,2 Years,DDA Samridhi Apartment,Very good apartment & Security
R28195,2 Years,DDA Samridhi Apartment,This is an nice place. Love to live there
R28196,2 Years,DDA Samridhi Apartment,Good parking space...kids park...but outdated lifts
R28197,2 Years,DDA Samridhi Apartment,Good society with lots of facilities .
R28198,>3 Years,DDA Samridhi Apartment,Best apartments with min maintenance cost
R28199,1 Year,DDA Samridhi Apartment,Good residential flats with all facilities
R28200,1 Year,DDA Samridhi Apartment,"One with silence all over the place
And of course the cleanliness rocks"
R28201,2 Years,DDA Samridhi Apartment,Big apartments full of green areas.
R28202,2 Years,DDA Samridhi Apartment,Well maintained society
R28203,>3 Years,DDA Samridhi Apartment,Perfect Location is not available
R28204,2 Years,DDA Samridhi Apartment,Well maintained apartment
R28205,2 Years,DDA Samridhi Apartment,Very big and beautiful
R28206,1 Year,DDA Samridhi Apartment,Night not safety for single person
R28207,2 Years,DDA Samridhi Apartment,Neat and clean society
R12518,2 Years,Kalka Apartments,"The guards of the society hit injured stray dogs.

The electrician abuses members.

The plumber is arrogant.

Lifts are not well maintained."
R12519,2 Years,Kalka Apartments,"Good place to live in. 5 parks, amusement stuff for kids. Plenty of parking. Standby electricity. Solar powered."
R12520,3 Years,Kalka Apartments,Very nice society located on main road.
R12521,>3 Years,Kalka Apartments,"Ok place. On main road, well accessible. Good security. Flats need but maintenance/renovation."
R12522,2 Years,Kalka Apartments,"Great society
Good security
Peaceful
Easy parking for visitors"
R12523,2 Years,Kalka Apartments,Very bad Experience in this 2 gate in appartment but bad safring a person
R12524,2 Years,Kalka Apartments,Good place there is most parks for kids crowd also quite
R12525,1 Year,Kalka Apartments,Good living standard as envisaged in a group housing society.
R12526,1 Year,Kalka Apartments,Good and airy flats to live... nice society 👍
R12527,2 Years,Kalka Apartments,Cool society having mother dairy booth inside on Dwarka Court Road Sector 6
R12528,2 Years,Kalka Apartments,"A very nice, clean and well managed apartment."
R12529,3 Years,Kalka Apartments,"old, peaceful, paRking and security is good."
R12530,2 Years,Kalka Apartments,Society is good.best for greenrey.nice park.
R12531,2 Years,Kalka Apartments,A very clean and friendly apartment society
R12532,2 Years,Kalka Apartments,A very nice apartment complex
R15396,2 Years,Shrachi Greenwood Sonata,Very Good complex beside CC2 and in front of CC2 Metro Station
R15397,2 Years,Shrachi Greenwood Sonata,"I recently had the opportunity to explore the Bengal Shrachi Greenwood Sonata Complex located on Biswa Bangla Sarani in New Town, and I am pleased to share my experience.

The complex is strategically situated on Biswa Bangla Sarani, offering easy access to key areas in New Town. Its proximity to essential amenities, shopping centers, and transportation hubs makes it a convenient choice for residents.

The design of Bengal Shrachi Greenwood Sonata is noteworthy. The architectural elements blend seamlessly with the surrounding environment. The complex exhibits a modern yet harmonious aesthetic, contributing to the overall appeal.

The complex boasts a range of amenities that enhance the quality of life for its residents. From well-maintained green spaces to recreational facilities, it appears that Bengal Shrachi has taken care to create a holistic living environment. I particularly appreciated the swimming pool.

Security is a top priority, and I was pleased to see the robust safety measures in place. The gated community, surveillance systems, and professional security staff contribute to a secure living environment.

One of the highlights of my visit was the sense of community within the complex. Whether it was interacting with neighbors or participating in community events, it seems like Bengal Shrachi Greenwood Sonata fosters a positive and inclusive atmosphere.

The overall maintenance and cleanliness of the complex are commendable. Common areas are well-kept, and the landscaping adds to the aesthetic appeal. It's evident that the management invests in maintaining a high standard of cleanliness and order.

In conclusion, my experience at Bengal Shrachi Greenwood Sonata Complex was overwhelmingly positive. The combination of a strategic location, impressive design, comprehensive amenities, and a strong sense of community makes it a desirable place to live."
R15398,2 Years,Shrachi Greenwood Sonata,Okayish society. Not so well maintained as would have liked. Security staff can be a bit rude.
R15399,2 Years,Shrachi Greenwood Sonata,"Neat, clean, quiet, spacious, green belt area, place to live with family."
R15400,3 Years,Shrachi Greenwood Sonata,It's a nice place to live. Close to City Centre II.
R15401,3 Years,Shrachi Greenwood Sonata,A lovely place to live in.
R15402,3 Years,Shrachi Greenwood Sonata,Guards are useless and stupid and dumb
R416387,2 Years,Wildernest at SP Kingston,"It’s the perfect escape from the hustle of city life, offering scenic views and a peaceful environment. The project is beautifully designed, with luxury villas and apartments that are surrounded by nature. The greenery and the landscaping are exceptional, making it a haven for nature lovers."
R416387,2 Years,Wildernest at SP Kingston,"Wildernest, Shapoorji Pallonji Real Estate"
R416387,3 Years,Wildernest at SP Kingston,Wildernest - A statement of Luxury. Every person has a different idea of luxury but the experience is what brings the idea together. Defined with nature a high level of pleasure and comfort. Visit the site for a better experience. Make your first home a Wildernest home.
R416387,3 Years,Wildernest at SP Kingston,"Shapoorji Pallonji's Wildernest is a standout luxury real estate property that perfectly blends opulence with nature. Nestled amidst lush greenery, it offers a serene escape with modern conveniences. The architecture combines contemporary design with traditional elegance, featuring spacious residences with high-end finishes and cutting-edge amenities.

Wildernest's exceptional amenities include a state-of-the-art fitness center, infinity pool, luxurious spa, and beautifully landscaped gardens. Its commitment to sustainability ensures a green living environment without sacrificing luxury.

The professional and dedicated staff provide personalized service, enhancing the overall living experience. Shapoorji Pallonji Wildernest is an excellent choice for those seeking a high-end lifestyle in a tranquil setting. Highly recommended for top-tier real estate investment."
R416387,3 Years,Wildernest at SP Kingston,Mr. Jayesh verma and mr.Rama tiwari gave an excellent presentation and explained the property details in the best interest of customer. Awesome approach to answer all questions and highly recommended property.
R416387,3 Years,Wildernest at SP Kingston,The location is breathtakingly beautiful and serene. Also check out the unit models placed at sales gallery - looks neat.
R416387,2 Years,Wildernest at SP Kingston,Very beautiful project. Highly recommended!Very beautiful project. Highly recommended!
R416387,2 Years,Wildernest at SP Kingston,"I read reviews about this one, and visited the site. I absolutely loved this project. Looking forward to call it home."
R416387,1 Year,Wildernest at SP Kingston,"Located in a very serene and fresh environment, this project keeps you closer to nature. Very beautifully designed."
R416387,>3 Years,Wildernest at SP Kingston,Must visit!! I found it very peaceful.
R416387,3 Years,Wildernest at SP Kingston,You can go and trust by its name and legacy for years. Shapoorji Pallonji are the trusted builders and you can fully rely on them. Good project in Pune SP Kingstown.
R416387,>3 Years,Wildernest at SP Kingston,"Visited the properly last day and I genuinely liked the surrounding.. it's not absolutely empty, nor totally crowded.. it strikes the perfect balance between greenery and urbanism.."
R416387,2 Years,Wildernest at SP Kingston,"Excellent property, superb design. Definitely recommended!"
R416387,>3 Years,Wildernest at SP Kingston,One of the most premium development in Pune. I really like the design.
R416387,3 Years,Wildernest at SP Kingston,Best developer with a legacy of delivering best quality projects. One must consider this 💯✅
R416387,1 Year,Wildernest at SP Kingston,A luxurious project with a very nice location.
R416387,1 Year,Wildernest at SP Kingston,Good! It’s a quality project!
R416387,3 Years,Wildernest at SP Kingston,"I must say, my experience was outstanding. From the initial consultation to the final completion of the project, they demonstrated professionalism, expertise, and a commitment to excellence that exceeded my expectations."
R416387,1 Year,Wildernest at SP Kingston,It's an amazing place for everyone 😃.
R416387,1 Year,Wildernest at SP Kingston,Very good location and most important is the builder. Shapoorji is the best builder and you can fully trust on them.
R416387,2 Years,Wildernest at SP Kingston,Super quality project. I am going to visit this for sure.
R416387,>3 Years,Wildernest at SP Kingston,"If you are looking for a home where there is lush greenery along with the best of amenities, look no further, this is the project. Add to it a good location and a brand name like Shapoorji Pallonji."
R416387,>3 Years,Wildernest at SP Kingston,Awesome project 👏👏
R416387,1 Year,Wildernest at SP Kingston,"SP Kingstown by Shapoorji Pallonji exceeded my expectations in every way. The architecture is striking, seamlessly blending modern design with functionality. The attention to quality is evident throughout the development, ensuring a secure and comfortable living experience. The amenities, from the fitness center to the lush green spaces, cater to diverse lifestyles. The professionalism and responsiveness of the Shapoorji Pallonji team make SP Kingstown a top choice for those seeking luxury and excellence in residential living."
R111505,2 Years,The Prestige City,Fraudulent promises! They said that the hill view from bellanza would never be blocked as no buildings would come in front of it. They may build some bungalows maybe and now they have launched 66 storey buildings of the forest hill project right in front of bellanza. Complete fraud sale! Untrustworthy!
R111505,1 Year,The Prestige City,"There are water issues started in nearby areas..so think before buying...how water requirements will be fulfilled...bmc does not have capacity to provide drinking water for existing societies...not sure how they will fulfill need of such Huge projects...in long term they also need to depend on tankers which will eventually increase maintenance...builder will provide support in the initial years but in long term societies will face problems...as recently 14apr2025, due to water tanker strike, the kanakia rainforest society people on hillside had no water for days even by paying 2-3 cr in Andheri East...so you can think of what will be situation here..."
R111505,>3 Years,The Prestige City,Beautiful Project. Already booked an appartment with them. Hopefully Prestige will give their best for their first project in Mumbai. Ofcourse they are pioneers in Bengaluru. Looking forward to it.
R111505,>3 Years,The Prestige City,"One of the m+D29:F29ost desperate property sellers.

I had visited them years ago and looks like they are still not done selling.

Unfortunately, when I visited them, had shared my number and till date every now and then, I am called from unique number trying to sell me this property.

Do not share your numbers and forget about such property who are in desperate mode to sell.
"
R111505,2 Years,The Prestige City,"Such a sham!! Prestige, as we knew it from our earlier association ( since 2015) having invested in 2 of its projects in Bangalore, has truly let us down.
While booking a home at Prestige city Mulund we were assured of a forever open view of the hills. On being asked categorically the sales person assured that the future development that would come before the Bellenza tower would be row houses , if at all.
But now they have launched a new 66 stories tower right opposite Bellenza, selling it as a premium project with an uninterrupted view of the Yogi hills the same promise that was earlier made to the unsuspecting Bellenza buyers.
Such a fraudulent company Prestige has turned out to be putting all its credibility at stake. You have lost our trust Prestige. BEWARE all prospective buyers who are looking to invest in Prestige smart city.
Really pathetic.Never buying from you Prestige."
R111505,3 Years,The Prestige City,"Fraudulent People and A Cheat Company.
While selling Bellenza, they said there will be small row houses in front and now tower even bigger than Bellanza planned in front to block the open area and view. The new 66 floor tower planned named Forest hill just right in front of that Bellanza. I must say, Prestige sales team are fraud and do not shy away from lying. I feel I am cheated post purchase now."
R111505,>3 Years,The Prestige City,This project is on Leasehold land and the prices quoted are over and above those on freehold ones! Buyers beware!!
R111505,>3 Years,The Prestige City,"This is touted as a great project backed by reputation of Prestige which is a big deal in Bangalore. I thought they would be different from other builders and took their assurance of unrestricted Mountain view at face value. When asked about land marked as “for future development” the sales person speaking on behalf of Prestige assured that all FSI was consumed and only a bungalow project will come up there. This assurance was further corroborated by the Sales head.

2 years later … lo behold … a spanking 60+ storey project “ Forest Hill” is planned bang opposite Bellenza so for me it is Bye Bye Mountain View and Prestige's reputation.

When I recently went to their office I was very sweetly given some cock and bull story of the mysterious emergence of FSI and cherry on the cake was that the salesperson who assured verdant Mountain view has left the firm. I was also given the option of booking a flat in the upcoming project …. Cheeky isn’t it ? 😂😂😂

The option that “trusting idiots” like me have is to do nothing, post on social in the hope that others won’t blindly trust such Assurances but I know it won’t work ….. if anyone can think of a 3rd option let me know.

One thing I can vouch for is that Prestige may make “don’t intend to keep” assurances to sell flats but in return they Will periodically send a fancy magazine about luxury products …. Guess that should be compensation enough 😜"
R111505,3 Years,The Prestige City,Stop making construction 🚧 noise at night Saturday to Sunday whole night work was in progress ur machines r making major noises unable to sleep today again the same episode
R111505,2 Years,The Prestige City,"We are 1st to booked flat in Bellanza on 52nd floor C wing 01 unit even before the project was launched. When we had booked the flat we were told by the RSA team that there will be no high rise building in future development only villas & bunglows will be made and forest view won't be block it will forever be visible to you. Now after 2.6 years later we are shocked to know that new project Forest Hills is gone launch which is 66 storyed tower right in front of our wing we have paid huge amount of floor rise just to see forest view. We and our lot of friend who have booked in Bellenza for such mesmerizing view is now shattered. This is a scam, cheating with us we trusted you, your name, legacy all is now a question mark we had lot of faith and trust on Prestige Group and Mr. Irfan Razak which is now completely destroyed. I will urge people not to book new flats in Prestige Bellanza as well as forest Hills save yourself from cheating and fraud."
R111505,0.5 Year,The Prestige City,Great township being built. The construction progress is ahead of RERA committed date.
R111505,1 Year,The Prestige City,"Highly unprofessional and lofty expectations in terms of Expression of Interest, against nothing in exchange."
R111505,>3 Years,The Prestige City,Grt location.....grt quality of construction....good investment opportunity
R111505,3 Years,The Prestige City,"I hate this adventure of yours. This project has been disturbing the peace and comfort of the locals who reside in Yogihills. We have been living with constant dust and bad road conditions. The roads are always blocked and the convenience of the people has been compromised. Urgent action is required for safety and comfort of people who have been residing here for years. We can’t tolerate this
This is our only passage to enter our homes and that has been hijacked by prestige group city
Just 2 months back an accident occurred where my close friend slipped because of constant water draining on the road. Still there are so many heavy vehicles parked on the road and I hope u don’t expect us to pass through it. They need to be relocated on a better and broader road which is just adjacent to our road. You have to solve this issue IMMEDIATELY or else a formal complaint would suffice."
R111505,1 Year,The Prestige City,I live in yogi hills exactly a minute away from the construction site. The locals are getting so troubled by the way they are working. They park their huge vehicles like trucks n trailers and such huge huge things which makes difficult for us to pass thru that road. It’s a 2 way thin road and the only entry to enter yogi hills and just for that 200m road we have to wait for 20-30 minutes because of the tracreated by these people. There is no one to manage the traffic no one to help ppl. It was such a beautiful road that was once used for leisure walking but now sadly no one can walk because of the nuisance created by PRESTIGE
R111505,3 Years,The Prestige City,"Prestige is planning a 35 acres township in this location.

Nestled next to Yeoor hills.

Has a mix of residential and commercial with schools & business parks that Prestige usually leases.

Construction is being done by L&T.

They’ve received a good demand for their product and have increased prices by 5 no of times since their launch.

Final phase expected in few months"
R111505,3 Years,The Prestige City,"Never visit Prestige Mulund website or never visit their Mulund West site.
Their call center employees will make your like hell by calling & torturing you for ever.
During every call they will promise to put under DND. But again they will call you"
R111505,2 Years,The Prestige City,"Prestige City Mulund offers a range of thoughtfully designed apartments that cater to the needs of modern families. From spacious 2 and 3 BHK apartments to lavish penthouses, each home is meticulously crafted to provide residents with the ultimate living experience. With expansive windows that offer panoramic views of the city skyline and surrounding greenery, residents can enjoy a sense of tranquility and relaxation in their own homes.

In addition to its luxurious apartments, Prestige City Mulund boasts an array of world-class amenities that cater to every need and desire. From a state-of-the-art fitness center and swimming pool to lush landscaped gardens and children's play areas, residents can enjoy a host of recreational activities right at their doorstep. The development also features a range of dining and shopping options, ensuring that residents have everything they need within reach."
R111505,2 Years,The Prestige City,"Very poor experience when visited the site.
Sales people are not atall interested in selling property. Very casual behaviour. Never recommend to anyone. Instead there are lot of other developers who are far better"
R111505,2 Years,The Prestige City,Best new home to buy with all facilities.
R111505,2 Years,The Prestige City,"Prestige city Mulund will take Mumbai to a new level, which is the largest township with malls, schools, hospital, temple, fine dine restaurant and pub etc...."
R111505,2 Years,The Prestige City,"Getting 850+ sqft carpet in mulund in 2023 at just 1.26 Cr. is a true dream, and it can't be possible without the help of Mr. Ganesh. Great project at great price !"
R111505,1 Year,The Prestige City,"Great locality amole of space
Best upcoming place in mumbai"
R111505,3 Years,The Prestige City,"Such a cheap marketing strategy by this project, Getting enormous recorded calls every single day
Is there a way to stop it."
R111505,3 Years,The Prestige City,Very very beautiful location
R111505,3 Years,The Prestige City,"Too far from the station(Mulund West) in future they say on lbs road the metro line is going to come work in progress.
The building's proposal looks too close to each other and the kind of privacy might be affected.
Most importantly they tell you one price while you visit and if it's not within your budget you definitely drop the plan but then they will call you for 2nd and third visit to negotiate more and will tell my manager or floor manager or senior will give you the final price or will tell when we sit on the table to book the unit then only we can give you our final price....
They basically have scope of negotiations but won't show it to you in the first instance.
Basically too many things hidden..."
R111505,3 Years,The Prestige City,Rooms is too small no benefit if you are looking for big bedroom
R111505,3 Years,The Prestige City,"A beautiful space with a wonderful, appealing and pleasant construction, infrastructure and a living space, with all the best and needed amenities and facilities. Peaceful and calm and yet extravagant and exciting. This project is a secluded gold mine. Happy to have it."
R111505,3 Years,The Prestige City,"If it would have been possible, I would have given this property and negative Star rating

They have cheated a lot of people by not telling the fact that this is a lease hold land and not a freehold land , when i got to know this fact , i asked for refund of my eoi , and they stopped responding , this is as good as theft!"
R111505,3 Years,The Prestige City,The construction are on lease land and it's not a freehold property. Rates are quoted as per free hold property.
R111505,3 Years,The Prestige City,Project is best only need to change the security staff. Mr Pranav Gaikwad security staff miss behave and was really unprofessional . Need to change.
R111505,1 Year,The Prestige City,Good project with all amenities and good location
R111505,1 Year,The Prestige City,"Very unprofessional and rude management and can't trust this group. Once they take money, make changes to your bookings, without proper reasoning in autocratic way and demand more money. Don't fall for huge and sugar coated adv and sales talks."
